Senator1,Senator2,weight
20930,41703,163
20930,41706,625
20930,41707,147
20930,41900,78
20930,41901,74
20930,41902,222
20930,41903,72
20930,41905,609
20930,42100,99
20930,42101,620
20930,42102,66
20930,42103,626
20930,42104,606
20930,42105,619
20930,42300,106
20930,42301,498
20930,42302,141
20930,42303,75
20930,42304,89
20930,42305,378
20930,42306,71
20930,49300,122
20930,49308,622
20930,49703,442
20930,90915,68
20930,91300,543
20932,20953,116
20932,21133,226
20932,21166,140
20932,21173,56
20932,21301,130
20932,21325,630
20932,21338,118
20932,21350,158
20932,21355,135
20932,21708,122
20932,21734,94
20932,21743,625
20932,29142,632
20932,29147,526
20932,29345,130
20932,29373,479
20932,29389,617
20932,29534,172
20932,29566,322
20932,29722,186
20932,29732,615
20932,29754,150
20932,29940,624
20932,39310,628
20932,40300,406
20932,40305,176
20932,40700,624
20932,40702,586
20932,40703,619
20932,40704,619
20932,40707,103
20932,40902,121
20932,40906,611
20932,40908,602
20932,40909,614
20932,40910,631
20932,40915,398
20932,40916,604
20932,41101,630
20932,41102,121
20932,41104,80
20932,41107,133
20932,41110,72
20932,41111,95
20932,41112,626
20932,41300,619
20932,41301,611
20932,41302,134
20932,41304,95
20932,41305,626
20932,41308,600
20932,41500,124
20932,41502,142
20932,41504,232
20932,41505,244
20932,41700,629
20932,41702,630
20932,41703,159
20932,41706,623
20932,41707,146
20932,41900,80
20932,41901,76
20932,41902,221
20932,41903,71
20932,41905,609
20932,42100,96
20932,42101,622
20932,42102,68
20932,42103,624
20932,42104,598
20932,42105,615
20932,42300,105
20932,42301,500
20932,42302,140
20932,42303,74
20932,42304,91
20932,42305,372
20932,42306,70
20932,49300,122
20932,49308,622
20932,49703,441
20932,90915,68
20932,91300,547
20953,21133,509
20953,21166,550
20953,21173,439
20953,21301,530
20953,21325,115
20953,21338,565
20953,21350,504
20953,21355,526
20953,21708,569
20953,21734,538
20953,21743,127
20953,29142,116
20953,29147,113
20953,29345,518
20953,29373,108
20953,29389,135
20953,29534,531
20953,29566,375
20953,29722,510
20953,29732,113
20953,29754,542
20953,29940,125
20953,39310,122
20953,40300,326
20953,40305,538
20953,40700,119
20953,40702,153
20953,40703,120
20953,40704,115
20953,40707,519
20953,40902,520
20953,40906,112
20953,40908,120
20953,40909,113
20953,40910,122
20953,40915,179
20953,40916,112
20953,41101,117
20953,41102,504
20953,41104,523
20953,41107,537
20953,41110,531
20953,41111,571
20953,41112,116
20953,41300,123
20953,41301,111
20953,41302,567
20953,41304,532
20953,41305,110
20953,41308,122
20953,41500,504
20953,41502,525
20953,41504,424
20953,41505,460
20953,41700,121
20953,41702,122
20953,41703,506
20953,41706,112
20953,41707,546
20953,41900,508
20953,41901,522
20953,41902,447
20953,41903,533
20953,41905,114
20953,42100,504
20953,42101,125
20953,42102,527
20953,42103,121
20953,42104,125
20953,42105,118
20953,42300,529
20953,42301,98
20953,42302,541
20953,42303,543
20953,42304,458
20953,42305,75
20953,42306,6
20953,49300,19
20953,49308,127
20953,49703,316
20953,90915,24
20953,91300,140
21133,21166,533
21133,21173,381
21133,21301,523
21133,21325,231
21133,21338,500
21133,21350,505
21133,21355,512
21133,21708,528
21133,21734,463
21133,21743,240
21133,29142,235
21133,29147,173
21133,29345,514
21133,29373,189
21133,29389,235
21133,29534,571
21133,29566,427
21133,29722,550
21133,29732,228
21133,29754,564
21133,29940,227
21133,39310,224
21133,40300,413
21133,40305,563
21133,40700,237
21133,40702,249
21133,40703,237
21133,40704,231
21133,40707,465
21133,40902,502
21133,40906,231
21133,40908,205
21133,40909,228
21133,40910,234
21133,40915,257
21133,40916,212
21133,41101,231
21133,41102,459
21133,41104,444
21133,41107,530
21133,41110,449
21133,41111,493
21133,41112,231
21133,41300,240
21133,41301,203
21133,41302,549
21133,41304,470
21133,41305,224
21133,41308,210
21133,41500,484
21133,41502,519
21133,41504,498
21133,41505,538
21133,41700,233
21133,41702,239
21133,41703,507
21133,41706,225
21133,41707,543
21133,41900,418
21133,41901,429
21133,41902,510
21133,41903,441
21133,41905,227
21133,42100,453
21133,42101,239
21133,42102,442
21133,42103,239
21133,42104,223
21133,42105,219
21133,42300,494
21133,42301,192
21133,42302,532
21133,42303,469
21133,42304,401
21133,42305,133
21133,42306,10
21133,49300,42
21133,49308,230
21133,49703,426
21133,90915,30
21133,91300,253
21166,21173,457
21166,21301,579
21166,21325,145
21166,21338,545
21166,21350,508
21166,21355,565
21166,21708,576
21166,21734,520
21166,21743,163
21166,29142,148
21166,29147,124
21166,29345,554
21166,29373,116
21166,29389,156
21166,29534,567
21166,29566,410
21166,29722,512
21166,29732,143
21166,29754,592
21166,29940,139
21166,39310,137
21166,40300,346
21166,40305,570
21166,40700,154
21166,40702,164
21166,40703,152
21166,40704,146
21166,40707,503
21166,40902,534
21166,40906,145
21166,40908,126
21166,40909,144
21166,40910,152
21166,40915,195
21166,40916,136
21166,41101,147
21166,41102,531
21166,41104,507
21166,41107,561
21166,41110,508
21166,41111,565
21166,41112,140
21166,41300,155
21166,41301,119
21166,41302,603
21166,41304,531
21166,41305,142
21166,41308,136
21166,41500,531
21166,41502,552
21166,41504,457
21166,41505,492
21166,41700,145
21166,41702,155
21166,41703,519
21166,41706,141
21166,41707,572
21166,41900,487
21166,41901,497
21166,41902,473
21166,41903,516
21166,41905,146
21166,42100,517
21166,42101,155
21166,42102,525
21166,42103,152
21166,42104,136
21166,42105,135
21166,42300,561
21166,42301,134
21166,42302,566
21166,42303,533
21166,42304,445
21166,42305,100
21166,42306,4
21166,49300,24
21166,49308,146
21166,49703,350
21166,90915,22
21166,91300,176
21173,21301,455
21173,21325,59
21173,21338,451
21173,21350,405
21173,21355,446
21173,21708,462
21173,21734,439
21173,21743,73
21173,29142,60
21173,29147,69
21173,29345,420
21173,29373,74
21173,29389,77
21173,29534,424
21173,29566,298
21173,29722,401
21173,29732,75
21173,29754,445
21173,29940,62
21173,39310,64
21173,40300,240
21173,40305,427
21173,40700,65
21173,40702,89
21173,40703,70
21173,40704,59
21173,40707,425
21173,40902,454
21173,40906,62
21173,40908,57
21173,40909,69
21173,40910,65
21173,40915,119
21173,40916,61
21173,41101,61
21173,41102,426
21173,41104,458
21173,41107,450
21173,41110,470
21173,41111,469
21173,41112,65
21173,41300,70
21173,41301,55
21173,41302,464
21173,41304,444
21173,41305,58
21173,41308,63
21173,41500,427
21173,41502,433
21173,41504,355
21173,41505,354
21173,41700,62
21173,41702,65
21173,41703,397
21173,41706,65
21173,41707,447
21173,41900,404
21173,41901,427
21173,41902,366
21173,41903,453
21173,41905,78
21173,42100,422
21173,42101,69
21173,42102,440
21173,42103,69
21173,42104,89
21173,42105,59
21173,42300,466
21173,42301,77
21173,42302,439
21173,42303,453
21173,42304,391
21173,42305,45
21173,42306,3
21173,49300,29
21173,49308,68
21173,49703,214
21173,90915,17
21173,91300,84
21301,21325,130
21301,21338,525
21301,21350,509
21301,21355,550
21301,21708,565
21301,21734,495
21301,21743,148
21301,29142,133
21301,29147,109
21301,29345,531
21301,29373,117
21301,29389,142
21301,29534,555
21301,29566,401
21301,29722,510
21301,29732,134
21301,29754,576
21301,29940,126
21301,39310,124
21301,40300,327
21301,40305,545
21301,40700,137
21301,40702,153
21301,40703,137
21301,40704,130
21301,40707,491
21301,40902,525
21301,40906,140
21301,40908,114
21301,40909,132
21301,40910,135
21301,40915,192
21301,40916,129
21301,41101,133
21301,41102,515
21301,41104,485
21301,41107,553
21301,41110,492
21301,41111,543
21301,41112,132
21301,41300,143
21301,41301,107
21301,41302,592
21301,41304,523
21301,41305,129
21301,41308,122
21301,41500,532
21301,41502,543
21301,41504,445
21301,41505,478
21301,41700,131
21301,41702,141
21301,41703,504
21301,41706,125
21301,41707,567
21301,41900,468
21301,41901,474
21301,41902,453
21301,41903,510
21301,41905,131
21301,42100,498
21301,42101,141
21301,42102,506
21301,42103,137
21301,42104,125
21301,42105,120
21301,42300,558
21301,42301,131
21301,42302,569
21301,42303,519
21301,42304,448
21301,42305,83
21301,42306,2
21301,49300,32
21301,49308,131
21301,49703,326
21301,90915,23
21301,91300,168
21325,21338,115
21325,21350,155
21325,21355,138
21325,21708,128
21325,21734,93
21325,21743,626
21325,29142,643
21325,29147,525
21325,29345,136
21325,29373,478
21325,29389,614
21325,29534,178
21325,29566,324
21325,29722,187
21325,29732,624
21325,29754,155
21325,29940,622
21325,39310,629
21325,40300,409
21325,40305,183
21325,40700,629
21325,40702,583
21325,40703,622
21325,40704,631
21325,40707,105
21325,40902,122
21325,40906,613
21325,40908,595
21325,40909,621
21325,40910,634
21325,40915,396
21325,40916,607
21325,41101,639
21325,41102,120
21325,41104,74
21325,41107,132
21325,41110,67
21325,41111,93
21325,41112,628
21325,41300,618
21325,41301,606
21325,41302,140
21325,41304,99
21325,41305,625
21325,41308,601
21325,41500,121
21325,41502,146
21325,41504,241
21325,41505,244
21325,41700,631
21325,41702,633
21325,41703,163
21325,41706,624
21325,41707,149
21325,41900,72
21325,41901,73
21325,41902,225
21325,41903,71
21325,41905,612
21325,42100,97
21325,42101,623
21325,42102,64
21325,42103,629
21325,42104,615
21325,42105,614
21325,42300,110
21325,42301,501
21325,42302,147
21325,42303,73
21325,42304,80
21325,42305,383
21325,42306,72
21325,49300,118
21325,49308,627
21325,49703,445
21325,90915,71
21325,91300,544
21338,21350,514
21338,21355,528
21338,21708,569
21338,21734,557
21338,21743,131
21338,29142,119
21338,29147,122
21338,29345,526
21338,29373,112
21338,29389,136
21338,29534,523
21338,29566,363
21338,29722,509
21338,29732,119
21338,29754,538
21338,29940,128
21338,39310,126
21338,40300,305
21338,40305,517
21338,40700,124
21338,40702,164
21338,40703,123
21338,40704,114
21338,40707,506
21338,40902,525
21338,40906,117
21338,40908,119
21338,40909,117
21338,40910,126
21338,40915,183
21338,40916,118
21338,41101,120
21338,41102,530
21338,41104,522
21338,41107,542
21338,41110,521
21338,41111,578
21338,41112,123
21338,41300,127
21338,41301,111
21338,41302,565
21338,41304,526
21338,41305,115
21338,41308,112
21338,41500,513
21338,41502,532
21338,41504,404
21338,41505,463
21338,41700,126
21338,41702,125
21338,41703,491
21338,41706,119
21338,41707,546
21338,41900,522
21338,41901,520
21338,41902,465
21338,41903,516
21338,41905,116
21338,42100,547
21338,42101,130
21338,42102,532
21338,42103,124
21338,42104,126
21338,42105,119
21338,42300,542
21338,42301,112
21338,42302,526
21338,42303,547
21338,42304,484
21338,42305,66
21338,42306,6
21338,49300,25
21338,49308,130
21338,49703,297
21338,90915,36
21338,91300,156
21350,21355,496
21350,21708,507
21350,21734,483
21350,21743,170
21350,29142,158
21350,29147,153
21350,29345,474
21350,29373,148
21350,29389,178
21350,29534,502
21350,29566,383
21350,29722,507
21350,29732,162
21350,29754,518
21350,29940,164
21350,39310,165
21350,40300,353
21350,40305,512
21350,40700,161
21350,40702,192
21350,40703,164
21350,40704,153
21350,40707,457
21350,40902,481
21350,40906,163
21350,40908,151
21350,40909,158
21350,40910,162
21350,40915,205
21350,40916,149
21350,41101,160
21350,41102,474
21350,41104,446
21350,41107,529
21350,41110,456
21350,41111,504
21350,41112,156
21350,41300,168
21350,41301,148
21350,41302,525
21350,41304,489
21350,41305,154
21350,41308,154
21350,41500,477
21350,41502,500
21350,41504,431
21350,41505,476
21350,41700,160
21350,41702,165
21350,41703,471
21350,41706,154
21350,41707,522
21350,41900,465
21350,41901,441
21350,41902,454
21350,41903,467
21350,41905,158
21350,42100,477
21350,42101,168
21350,42102,458
21350,42103,163
21350,42104,168
21350,42105,159
21350,42300,482
21350,42301,167
21350,42302,495
21350,42303,473
21350,42304,425
21350,42305,96
21350,42306,14
21350,49300,35
21350,49308,170
21350,49703,339
21350,90915,38
21350,91300,192
21355,21708,542
21355,21734,498
21355,21743,157
21355,29142,140
21355,29147,106
21355,29345,527
21355,29373,128
21355,29389,148
21355,29534,545
21355,29566,394
21355,29722,504
21355,29732,137
21355,29754,564
21355,29940,133
21355,39310,136
21355,40300,321
21355,40305,545
21355,40700,145
21355,40702,155
21355,40703,145
21355,40704,136
21355,40707,476
21355,40902,521
21355,40906,139
21355,40908,119
21355,40909,138
21355,40910,143
21355,40915,182
21355,40916,133
21355,41101,140
21355,41102,505
21355,41104,483
21355,41107,538
21355,41110,483
21355,41111,533
21355,41112,140
21355,41300,146
21355,41301,113
21355,41302,570
21355,41304,506
21355,41305,132
21355,41308,126
21355,41500,515
21355,41502,527
21355,41504,438
21355,41505,480
21355,41700,138
21355,41702,145
21355,41703,494
21355,41706,133
21355,41707,555
21355,41900,467
21355,41901,485
21355,41902,452
21355,41903,500
21355,41905,138
21355,42100,505
21355,42101,145
21355,42102,493
21355,42103,144
21355,42104,136
21355,42105,130
21355,42300,539
21355,42301,129
21355,42302,538
21355,42303,518
21355,42304,416
21355,42305,87
21355,42306,4
21355,49300,30
21355,49308,137
21355,49703,321
21355,90915,21
21355,91300,165
21708,21734,548
21708,21743,139
21708,29142,130
21708,29147,123
21708,29345,552
21708,29373,108
21708,29389,137
21708,29534,538
21708,29566,395
21708,29722,527
21708,29732,124
21708,29754,563
21708,29940,123
21708,39310,119
21708,40300,329
21708,40305,549
21708,40700,134
21708,40702,150
21708,40703,134
21708,40704,126
21708,40707,511
21708,40902,538
21708,40906,128
21708,40908,117
21708,40909,124
21708,40910,134
21708,40915,185
21708,40916,117
21708,41101,129
21708,41102,529
21708,41104,527
21708,41107,548
21708,41110,539
21708,41111,588
21708,41112,131
21708,41300,138
21708,41301,108
21708,41302,584
21708,41304,556
21708,41305,125
21708,41308,115
21708,41500,516
21708,41502,541
21708,41504,450
21708,41505,476
21708,41700,127
21708,41702,138
21708,41703,504
21708,41706,123
21708,41707,563
21708,41900,502
21708,41901,520
21708,41902,459
21708,41903,535
21708,41905,131
21708,42100,521
21708,42101,140
21708,42102,532
21708,42103,136
21708,42104,128
21708,42105,118
21708,42300,559
21708,42301,117
21708,42302,563
21708,42303,555
21708,42304,476
21708,42305,72
21708,42306,4
21708,49300,27
21708,49308,129
21708,49703,329
21708,90915,23
21708,91300,156
21734,21743,107
21734,29142,95
21734,29147,110
21734,29345,500
21734,29373,103
21734,29389,112
21734,29534,481
21734,29566,349
21734,29722,483
21734,29732,97
21734,29754,515
21734,29940,108
21734,39310,104
21734,40300,289
21734,40305,482
21734,40700,107
21734,40702,133
21734,40703,100
21734,40704,90
21734,40707,468
21734,40902,498
21734,40906,90
21734,40908,99
21734,40909,94
21734,40910,102
21734,40915,163
21734,40916,94
21734,41101,95
21734,41102,497
21734,41104,515
21734,41107,531
21734,41110,527
21734,41111,556
21734,41112,95
21734,41300,104
21734,41301,90
21734,41302,521
21734,41304,524
21734,41305,95
21734,41308,88
21734,41500,491
21734,41502,498
21734,41504,387
21734,41505,429
21734,41700,102
21734,41702,101
21734,41703,472
21734,41706,100
21734,41707,511
21734,41900,506
21734,41901,530
21734,41902,404
21734,41903,516
21734,41905,95
21734,42100,518
21734,42101,105
21734,42102,542
21734,42103,101
21734,42104,108
21734,42105,98
21734,42300,524
21734,42301,89
21734,42302,492
21734,42303,555
21734,42304,481
21734,42305,52
21734,42306,2
21734,49300,21
21734,49308,106
21734,49703,280
21734,90915,21
21734,91300,131
21743,29142,632
21743,29147,512
21743,29345,154
21743,29373,471
21743,29389,611
21743,29534,199
21743,29566,347
21743,29722,196
21743,29732,613
21743,29754,174
21743,29940,619
21743,39310,622
21743,40300,421
21743,40305,201
21743,40700,626
21743,40702,592
21743,40703,617
21743,40704,619
21743,40707,123
21743,40902,140
21743,40906,607
21743,40908,584
21743,40909,614
21743,40910,631
21743,40915,410
21743,40916,602
21743,41101,630
21743,41102,142
21743,41104,78
21743,41107,153
21743,41110,75
21743,41111,115
21743,41112,619
21743,41300,617
21743,41301,595
21743,41302,160
21743,41304,113
21743,41305,620
21743,41308,590
21743,41500,139
21743,41502,167
21743,41504,257
21743,41505,269
21743,41700,632
21743,41702,632
21743,41703,184
21743,41706,615
21743,41707,167
21743,41900,83
21743,41901,78
21743,41902,243
21743,41903,89
21743,41905,611
21743,42100,114
21743,42101,622
21743,42102,82
21743,42103,620
21743,42104,599
21743,42105,604
21743,42300,129
21743,42301,501
21743,42302,163
21743,42303,79
21743,42304,90
21743,42305,375
21743,42306,70
21743,49300,122
21743,49308,618
21743,49703,458
21743,90915,69
21743,91300,562
29142,29147,529
29142,29345,137
29142,29373,481
29142,29389,623
29142,29534,181
29142,29566,330
29142,29722,191
29142,29732,630
29142,29754,159
29142,29940,628
29142,39310,635
29142,40300,415
29142,40305,186
29142,40700,635
29142,40702,591
29142,40703,628
29142,40704,639
29142,40707,108
29142,40902,124
29142,40906,619
29142,40908,605
29142,40909,625
29142,40910,640
29142,40915,406
29142,40916,613
29142,41101,645
29142,41102,123
29142,41104,73
29142,41107,136
29142,41110,67
29142,41111,96
29142,41112,636
29142,41300,626
29142,41301,616
29142,41302,143
29142,41304,97
29142,41305,633
29142,41308,605
29142,41500,124
29142,41502,148
29142,41504,244
29142,41505,250
29142,41700,637
29142,41702,641
29142,41703,165
29142,41706,630
29142,41707,152
29142,41900,72
29142,41901,76
29142,41902,228
29142,41903,72
29142,41905,618
29142,42100,98
29142,42101,631
29142,42102,65
29142,42103,635
29142,42104,613
29142,42105,618
29142,42300,112
29142,42301,507
29142,42302,148
29142,42303,76
29142,42304,83
29142,42305,383
29142,42306,72
29142,49300,124
29142,49308,635
29142,49703,452
29142,90915,69
29142,91300,554
29147,29345,121
29147,29373,420
29147,29389,516
29147,29534,135
29147,29566,272
29147,29722,156
29147,29732,512
29147,29754,115
29147,29940,533
29147,39310,531
29147,40300,327
29147,40305,142
29147,40700,513
29147,40702,490
29147,40703,506
29147,40704,519
29147,40707,118
29147,40902,104
29147,40906,507
29147,40908,545
29147,40909,507
29147,40910,518
29147,40915,325
29147,40916,502
29147,41101,525
29147,41102,117
29147,41104,106
29147,41107,116
29147,41110,98
29147,41111,111
29147,41112,521
29147,41300,509
29147,41301,554
29147,41302,113
29147,41304,104
29147,41305,530
29147,41308,510
29147,41500,106
29147,41502,109
29147,41504,185
29147,41505,184
29147,41700,521
29147,41702,517
29147,41703,146
29147,41706,522
29147,41707,126
29147,41900,105
29147,41901,104
29147,41902,165
29147,41903,83
29147,41905,507
29147,42100,100
29147,42101,509
29147,42102,90
29147,42103,516
29147,42104,510
29147,42105,518
29147,42300,99
29147,42301,431
29147,42302,118
29147,42303,88
29147,42304,118
29147,42305,315
29147,42306,67
29147,49300,118
29147,49308,529
29147,49703,348
29147,90915,58
29147,91300,459
29345,29373,114
29345,29389,142
29345,29534,538
29345,29566,391
29345,29722,488
29345,29732,131
29345,29754,554
29345,29940,130
29345,39310,130
29345,40300,322
29345,40305,531
29345,40700,143
29345,40702,154
29345,40703,141
29345,40704,138
29345,40707,476
29345,40902,566
29345,40906,132
29345,40908,129
29345,40909,133
29345,40910,145
29345,40915,188
29345,40916,126
29345,41101,136
29345,41102,495
29345,41104,485
29345,41107,532
29345,41110,481
29345,41111,545
29345,41112,133
29345,41300,143
29345,41301,110
29345,41302,564
29345,41304,496
29345,41305,127
29345,41308,122
29345,41500,503
29345,41502,504
29345,41504,450
29345,41505,462
29345,41700,136
29345,41702,141
29345,41703,490
29345,41706,132
29345,41707,532
29345,41900,453
29345,41901,478
29345,41902,447
29345,41903,493
29345,41905,141
29345,42100,480
29345,42101,145
29345,42102,504
29345,42103,141
29345,42104,131
29345,42105,126
29345,42300,533
29345,42301,138
29345,42302,565
29345,42303,516
29345,42304,437
29345,42305,79
29345,42306,7
29345,49300,46
29345,49308,134
29345,49703,324
29345,90915,29
29345,91300,164
29373,29389,475
29373,29534,146
29373,29566,264
29373,29722,168
29373,29732,471
29373,29754,136
29373,29940,481
29373,39310,483
29373,40300,324
29373,40305,155
29373,40700,471
29373,40702,473
29373,40703,464
29373,40704,471
29373,40707,96
29373,40902,101
29373,40906,462
29373,40908,458
29373,40909,486
29373,40910,476
29373,40915,389
29373,40916,477
29373,41101,481
29373,41102,117
29373,41104,75
29373,41107,136
29373,41110,88
29373,41111,94
29373,41112,471
29373,41300,462
29373,41301,476
29373,41302,118
29373,41304,104
29373,41305,479
29373,41308,462
29373,41500,124
29373,41502,132
29373,41504,190
29373,41505,205
29373,41700,477
29373,41702,483
29373,41703,158
29373,41706,468
29373,41707,129
29373,41900,87
29373,41901,89
29373,41902,202
29373,41903,85
29373,41905,461
29373,42100,117
29373,42101,465
29373,42102,76
29373,42103,474
29373,42104,466
29373,42105,478
29373,42300,104
29373,42301,404
29373,42302,132
29373,42303,77
29373,42304,114
29373,42305,244
29373,49300,122
29373,49308,481
29373,49703,345
29373,90915,5
29373,91300,464
29389,29534,185
29389,29566,328
29389,29722,196
29389,29732,609
29389,29754,164
29389,29940,623
29389,39310,622
29389,40300,420
29389,40305,192
29389,40700,615
29389,40702,599
29389,40703,616
29389,40704,608
29389,40707,119
29389,40902,130
29389,40906,597
29389,40908,587
29389,40909,602
29389,40910,619
29389,40915,408
29389,40916,595
29389,41101,618
29389,41102,132
29389,41104,84
29389,41107,155
29389,41110,87
29389,41111,116
29389,41112,609
29389,41300,605
29389,41301,598
29389,41302,149
29389,41304,113
29389,41305,609
29389,41308,588
29389,41500,139
29389,41502,156
29389,41504,243
29389,41505,253
29389,41700,619
29389,41702,622
29389,41703,181
29389,41706,609
29389,41707,159
29389,41900,94
29389,41901,94
29389,41902,236
29389,41903,94
29389,41905,599
29389,42100,111
29389,42101,608
29389,42102,87
29389,42103,610
29389,42104,597
29389,42105,600
29389,42300,121
29389,42301,497
29389,42302,154
29389,42303,90
29389,42304,105
29389,42305,372
29389,42306,70
29389,49300,121
29389,49308,620
29389,49703,449
29389,90915,69
29389,91300,549
29534,29566,427
29534,29722,538
29534,29732,175
29534,29754,594
29534,29940,174
29534,39310,170
29534,40300,371
29534,40305,575
29534,40700,185
29534,40702,193
29534,40703,182
29534,40704,177
29534,40707,490
29534,40902,517
29534,40906,177
29534,40908,156
29534,40909,176
29534,40910,180
29534,40915,223
29534,40916,171
29534,41101,177
29534,41102,499
29534,41104,469
29534,41107,545
29534,41110,468
29534,41111,528
29534,41112,178
29534,41300,185
29534,41301,154
29534,41302,588
29534,41304,499
29534,41305,174
29534,41308,167
29534,41500,522
29534,41502,550
29534,41504,486
29534,41505,532
29534,41700,177
29534,41702,185
29534,41703,520
29534,41706,172
29534,41707,575
29534,41900,439
29534,41901,458
29534,41902,505
29534,41903,480
29534,41905,181
29534,42100,484
29534,42101,186
29534,42102,482
29534,42103,184
29534,42104,170
29534,42105,165
29534,42300,536
29534,42301,155
29534,42302,559
29534,42303,494
29534,42304,423
29534,42305,116
29534,42306,8
29534,49300,31
29534,49308,176
29534,49703,375
29534,90915,29
29534,91300,204
29566,29722,404
29566,29732,320
29566,29754,412
29566,29940,318
29566,39310,322
29566,40300,476
29566,40305,442
29566,40700,328
29566,40702,342
29566,40703,319
29566,40704,319
29566,40707,371
29566,40902,396
29566,40906,313
29566,40908,296
29566,40909,320
29566,40910,332
29566,40915,337
29566,40916,310
29566,41101,325
29566,41102,369
29566,41104,320
29566,41107,394
29566,41110,325
29566,41111,378
29566,41112,328
29566,41300,329
29566,41301,302
29566,41302,419
29566,41304,358
29566,41305,320
29566,41308,304
29566,41500,367
29566,41502,385
29566,41504,454
29566,41505,450
29566,41700,329
29566,41702,333
29566,41703,411
29566,41706,315
29566,41707,420
29566,41900,302
29566,41901,312
29566,41902,413
29566,41903,338
29566,41905,312
29566,42100,341
29566,42101,334
29566,42102,321
29566,42103,337
29566,42104,320
29566,42105,317
29566,42300,377
29566,42301,267
29566,42302,403
29566,42303,341
29566,42304,301
29566,42305,185
29566,42306,18
29566,49300,70
29566,49308,319
29566,49703,506
29566,90915,47
29566,91300,357
29722,29732,191
29722,29754,543
29722,29940,183
29722,39310,186
29722,40300,384
29722,40305,536
29722,40700,194
29722,40702,204
29722,40703,194
29722,40704,186
29722,40707,475
29722,40902,503
29722,40906,185
29722,40908,164
29722,40909,188
29722,40910,193
29722,40915,242
29722,40916,176
29722,41101,187
29722,41102,471
29722,41104,450
29722,41107,512
29722,41110,457
29722,41111,496
29722,41112,189
29722,41300,196
29722,41301,167
29722,41302,531
29722,41304,470
29722,41305,183
29722,41308,181
29722,41500,488
29722,41502,512
29722,41504,462
29722,41505,515
29722,41700,187
29722,41702,195
29722,41703,488
29722,41706,182
29722,41707,530
29722,41900,428
29722,41901,437
29722,41902,487
29722,41903,444
29722,41905,189
29722,42100,455
29722,42101,198
29722,42102,442
29722,42103,196
29722,42104,188
29722,42105,183
29722,42300,501
29722,42301,171
29722,42302,501
29722,42303,474
29722,42304,415
29722,42305,115
29722,42306,4
29722,49300,42
29722,49308,190
29722,49703,379
29722,90915,21
29722,91300,211
29732,29754,154
29732,29940,611
29732,39310,616
29732,40300,409
29732,40305,181
29732,40700,617
29732,40702,576
29732,40703,613
29732,40704,614
29732,40707,112
29732,40902,122
29732,40906,604
29732,40908,580
29732,40909,612
29732,40910,623
29732,40915,392
29732,40916,596
29732,41101,626
29732,41102,121
29732,41104,75
29732,41107,134
29732,41110,70
29732,41111,94
29732,41112,619
29732,41300,607
29732,41301,593
29732,41302,140
29732,41304,99
29732,41305,614
29732,41308,590
29732,41500,122
29732,41502,143
29732,41504,234
29732,41505,241
29732,41700,618
29732,41702,624
29732,41703,163
29732,41706,621
29732,41707,148
29732,41900,76
29732,41901,72
29732,41902,227
29732,41903,73
29732,41905,603
29732,42100,99
29732,42101,612
29732,42102,65
29732,42103,616
29732,42104,594
29732,42105,602
29732,42300,110
29732,42301,499
29732,42302,142
29732,42303,73
29732,42304,82
29732,42305,376
29732,42306,71
29732,49300,126
29732,49308,618
29732,49703,439
29732,90915,71
29732,91300,537
29754,29940,151
29754,39310,150
29754,40300,355
29754,40305,583
29754,40700,164
29754,40702,179
29754,40703,161
29754,40704,153
29754,40707,502
29754,40902,531
29754,40906,157
29754,40908,130
29754,40909,156
29754,40910,161
29754,40915,210
29754,40916,146
29754,41101,159
29754,41102,510
29754,41104,499
29754,41107,583
29754,41110,495
29754,41111,561
29754,41112,152
29754,41300,165
29754,41301,130
29754,41302,609
29754,41304,521
29754,41305,153
29754,41308,142
29754,41500,552
29754,41502,574
29754,41504,480
29754,41505,521
29754,41700,155
29754,41702,166
29754,41703,534
29754,41706,151
29754,41707,570
29754,41900,472
29754,41901,484
29754,41902,487
29754,41903,508
29754,41905,158
29754,42100,509
29754,42101,166
29754,42102,520
29754,42103,163
29754,42104,151
29754,42105,144
29754,42300,574
29754,42301,133
29754,42302,576
29754,42303,528
29754,42304,439
29754,42305,94
29754,42306,6
29754,49300,30
29754,49308,155
29754,49703,360
29754,90915,22
29754,91300,186
29940,39310,632
29940,40300,410
29940,40305,178
29940,40700,628
29940,40702,596
29940,40703,613
29940,40704,615
29940,40707,115
29940,40902,116
29940,40906,604
29940,40908,603
29940,40909,608
29940,40910,625
29940,40915,400
29940,40916,601
29940,41101,628
29940,41102,114
29940,41104,84
29940,41107,143
29940,41110,78
29940,41111,105
29940,41112,620
29940,41300,610
29940,41301,618
29940,41302,136
29940,41304,102
29940,41305,619
29940,41308,596
29940,41500,122
29940,41502,140
29940,41504,233
29940,41505,238
29940,41700,628
29940,41702,624
29940,41703,172
29940,41706,624
29940,41707,145
29940,41900,85
29940,41901,82
29940,41902,216
29940,41903,80
29940,41905,601
29940,42100,103
29940,42101,614
29940,42102,75
29940,42103,618
29940,42104,603
29940,42105,611
29940,42300,108
29940,42301,492
29940,42302,139
29940,42303,76
29940,42304,91
29940,42305,369
29940,42306,70
29940,49300,123
29940,49308,626
29940,49703,441
29940,90915,68
29940,91300,540
39310,40300,408
39310,40305,175
39310,40700,623
39310,40702,596
39310,40703,614
39310,40704,621
39310,40707,109
